year,date,u_mean,west_frac,n
2023,2023-12-11,-0.0731487829275369,55.55555555555556,9
2023,2023-12-12,1.911225369294264,73.33333333333333,15
2023,2023-12-13,-2.8045741808982507,4.761904761904762,21
2023,2023-12-14,-0.0439616907060397,36.84210526315789,19
2023,2023-12-15,1.0155086508550766,45.83333333333333,24
2023,2023-12-16,0.8240785125851169,40.0,20
2023,2023-12-17,1.4124829773078598,90.0,20
2023,2023-12-18,1.2389147699754337,71.42857142857143,21
2023,2023-12-19,3.681253577705063,100.0,28
2023,2023-12-20,3.4486557703641227,100.0,22
2023,2023-12-21,2.7426421034258417,92.5925925925926,27
2023,2023-12-22,3.094207740617464,100.0,22
2023,2023-12-23,-1.6397191780141496,12.5,24
2023,2023-12-24,-1.6159340689026536,0.0,23
2023,2023-12-25,-1.0123440013890626,0.0,18
2023,2023-12-26,-1.9770508300128893,0.0,21
2023,2023-12-27,-1.8061087884388256,0.0,17
2023,2023-12-28,-2.38834185679945,0.0,24
2023,2023-12-29,-2.1935886563459297,0.0,18
2023,2023-12-30,-3.7142828653320943,0.0,24
2026,2026-01-01,-2.5686745715855435,0.0,20
2026,2026-01-02,-2.507418672819318,0.0,24
2026,2026-01-03,-1.8883566822644242,0.0,18
2026,2026-01-04,-1.6907752284858586,10.0,10
2026,2026-01-05,-0.1447294625297043,41.17647058823529,17
2026,2026-01-06,-2.628711447821263,5.0,20
2026,2026-01-07,-1.8207255405380478,0.0,18
2026,2026-01-08,-3.3150099915631555,0.0,23
2026,2026-01-09,-4.309655845016599,0.0,24
2026,2026-01-10,-4.94560420558381,0.0,24
2026,2026-01-11,-5.0189702350939465,0.0,24
2026,2026-01-12,-3.32891662928731,0.0,24
2026,2026-01-13,-2.626408693777024,0.0,22
2026,2026-01-14,-2.387077225622463,4.166666666666666,24
