T	BoM MJO RMM amplitude
julian_day	unitless
    2445779.    	    1.428710    
    2445780.    	    1.656230    
    2445781.    	    1.769830    
    2445782.    	    1.645100    
    2445783.    	    1.606410    
    2445784.    	    1.278020    
    2445785.    	    1.382190    
    2445786.    	    1.365460    
    2445787.    	    1.352770    
    2445788.    	    1.555010    
    2445789.    	    1.694280    
    2445790.    	    1.458250    
    2445791.    	    1.433730    
    2445792.    	    1.376890    
    2445793.    	    1.570490    
    2445794.    	    1.635900    
    2445795.    	    1.482800    
    2445796.    	    1.102010    
    2445797.    	   0.7625750    
    2445798.    	   0.8170400    
    2445799.    	   0.9146820    
    2445800.    	   0.8876340    
    2445801.    	   0.8615150    
    2445802.    	   0.8032430    
    2445803.    	   0.9493520    
    2445804.    	    1.144310    
    2445805.    	    1.302220    
    2445806.    	    1.590950    
    2445807.    	    1.487590    
    2445808.    	    1.084900    
    2445809.    	    1.059590    
    2445810.    	   0.8599620    
    2445811.    	   0.7598790    
    2445812.    	    1.080060    
    2445813.    	    1.114150    
    2445814.    	   0.9353620    
    2445815.    	   0.8932680    
    2445816.    	   0.8367680    
    2445817.    	   0.7191680    
    2445818.    	   0.5324050    
    2445819.    	   0.3154370    
    2445820.    	   0.3615050    
    2445821.    	   0.3849000    
    2445822.    	   0.5078960    
    2445823.    	   0.5541910    
    2445824.    	   0.6765880    
    2445825.    	   0.8141230    
    2445826.    	   0.7796710    
    2445827.    	   0.7348180    
    2445828.    	   0.8084000    
    2445829.    	    1.000560    
    2445830.    	   0.9818660    
    2445831.    	   0.8001670    
    2445832.    	   0.8021980    
    2445833.    	   0.7006990    
    2445834.    	   0.6680780    
    2445835.    	   0.5394860    
    2445836.    	   0.4291720    
    2445837.    	   0.2498190    
    2445838.    	   0.2045420    
    2445839.    	   0.5122980    
    2445840.    	   0.7585700    
    2445841.    	   0.7972290    
    2445842.    	   0.7002510    
    2445843.    	   0.5100140    
    2445844.    	   0.6205680    
    2445845.    	   0.6610140    
    2445846.    	   0.3477690    
    2445847.    	   0.5278880    
    2445848.    	   0.5347550    
    2445849.    	   0.4347580    
    2445850.    	   0.2591260    
    2445851.    	   0.2747530    
    2445852.    	   0.3727050    
    2445853.    	   0.2095090    
    2445854.    	   0.2606500    
    2445855.    	   0.2020800    
    2445856.    	   0.1507080    
    2445857.    	   0.3061700    
    2445858.    	   0.2222260    
    2445859.    	   0.2014660    
    2445860.    	   0.4238020    
    2445861.    	   0.7240330    
    2445862.    	   0.5932940    
    2445863.    	   0.3749010    
    2445864.    	   5.6605902E-02
    2445865.    	   0.4809310    
    2445866.    	   0.8302960    
    2445867.    	    1.121410    
    2445868.    	    1.243470    
    2445869.    	    1.222580    
    2445870.    	    1.314970    
    2445871.    	    1.488680    
    2445872.    	    1.512700    
    2445873.    	    1.410590    
    2445874.    	    1.537760    
    2445875.    	    1.746340    
    2445876.    	    1.954740    
    2445877.    	    1.840370    
    2445878.    	    1.506450    
    2445879.    	    1.438030    
    2445880.    	    1.407000    
    2445881.    	    1.266020    
    2445882.    	    1.143330    
    2445883.    	    1.129840    
    2445884.    	    1.382320    
    2445885.    	    1.220920    
    2445886.    	    1.114010    
    2445887.    	    1.096120    
    2445888.    	    1.170220    
    2445889.    	    1.136740    
    2445890.    	   0.9683030    
    2445891.    	   0.7395910    
    2445892.    	   0.5589740    
    2445893.    	   0.5291910    
    2445894.    	   0.5478840    
    2445895.    	   0.4228210    
    2445896.    	   0.2526750    
    2445897.    	   0.3887490    
    2445898.    	   0.4329680    
    2445899.    	   0.4767670    
    2445900.    	   0.7755580    
    2445901.    	    1.286700    
    2445902.    	    1.554040    
    2445903.    	    1.731110    
    2445904.    	    1.938200    
    2445905.    	    2.171230    
    2445906.    	    1.902910    
    2445907.    	    1.518120    
    2445908.    	    1.469010    
    2445909.    	    1.618280    
    2445910.    	    1.427960    
    2445911.    	   0.9640490    
    2445912.    	   0.8893720    
    2445913.    	   0.6786420    
    2445914.    	   0.8747850    
    2445915.    	    1.141580    
    2445916.    	    1.782640    
    2445917.    	    2.060970    
    2445918.    	    2.058860    
    2445919.    	    2.032150    
    2445920.    	    1.834610    
    2445921.    	    1.828300    
    2445922.    	    2.040150    
    2445923.    	    2.461930    
    2445924.    	    2.314360    
    2445925.    	    2.455540    
    2445926.    	    2.427570    
    2445927.    	    2.261160    
    2445928.    	    1.983280    
    2445929.    	    1.769900    
    2445930.    	    1.652240    
    2445931.    	    1.421930    
    2445932.    	    1.141010    
    2445933.    	    1.025510    
    2445934.    	    1.030950    
    2445935.    	    1.316100    
    2445936.    	    1.594790    
    2445937.    	    1.776390    
    2445938.    	    1.736520    
    2445939.    	    1.457990    
    2445940.    	    1.453230    
    2445941.    	    1.174280    
    2445942.    	   0.8680260    
    2445943.    	   0.3722980    
    2445944.    	   0.3023780    
    2445945.    	   0.4090110    
    2445946.    	   0.4910300    
    2445947.    	   0.3712750    
    2445948.    	   0.2977790    
    2445949.    	   0.4948440    
    2445950.    	   0.7033660    
    2445951.    	   0.7536590    
    2445952.    	    1.051480    
    2445953.    	    1.191240    
    2445954.    	    1.386810    
    2445955.    	    1.587760    
    2445956.    	    1.741820    
    2445957.    	    1.715250    
    2445958.    	    1.820560    
    2445959.    	    2.417840    
    2445960.    	    2.496180    
    2445961.    	    2.055100    
    2445962.    	    1.497930    
    2445963.    	    1.477810    
    2445964.    	    1.458420    
    2445965.    	    1.154360    
    2445966.    	   0.8178580    
    2445967.    	   0.4384660    
    2445968.    	   0.3332760    
    2445969.    	   0.1878340    
    2445970.    	   0.2909000    
    2445971.    	   0.5287310    
    2445972.    	   0.6545640    
    2445973.    	   0.9144520    
    2445974.    	    1.152720    
    2445975.    	   0.9841940    
    2445976.    	   0.8934290    
    2445977.    	   0.7168390    
    2445978.    	   0.8526960    
    2445979.    	   0.6818180    
    2445980.    	   0.6578470    
    2445981.    	   0.7871630    
    2445982.    	   0.8046530    
    2445983.    	   0.7726510    
    2445984.    	    1.191060    
    2445985.    	    1.367920    
    2445986.    	    1.034290    
    2445987.    	   0.9268000    
    2445988.    	    1.130530    
    2445989.    	    1.365530    
    2445990.    	    1.345110    
    2445991.    	    1.110960    
    2445992.    	   0.9203350    
    2445993.    	    1.200680    
    2445994.    	    1.252280    
    2445995.    	    1.320860    
    2445996.    	    1.548090    
    2445997.    	    1.795470    
    2445998.    	    1.873040    
    2445999.    	    1.809260    
    2446000.    	    1.704870    
    2446001.    	    1.642670    
    2446002.    	    1.901860    
    2446003.    	    2.000930    
    2446004.    	    2.210620    
    2446005.    	    2.476790    
    2446006.    	    2.728920    
    2446007.    	    2.755950    
    2446008.    	    2.481570    
    2446009.    	    2.313750    
    2446010.    	    2.336330    
    2446011.    	    2.382540    
    2446012.    	    2.489190    
    2446013.    	    2.549530    
    2446014.    	    2.656660    
    2446015.    	    2.704200    
    2446016.    	    2.857700    
    2446017.    	    2.643180    
    2446018.    	    2.429370    
    2446019.    	    2.088700    
    2446020.    	    1.928600    
    2446021.    	    1.941630    
    2446022.    	    1.751030    
    2446023.    	    1.722720    
    2446024.    	    1.685830    
    2446025.    	    1.556550    
    2446026.    	    1.360750    
    2446027.    	    1.405350    
    2446028.    	    1.416120    
    2446029.    	    1.233450    
    2446030.    	    1.270760    
    2446031.    	    1.731770    
    2446032.    	    2.096500    
    2446033.    	    2.243550    
    2446034.    	    2.295130    
    2446035.    	    2.209750    
    2446036.    	    2.076840    
    2446037.    	    2.027920    
    2446038.    	    2.088860    
    2446039.    	    1.938410    
    2446040.    	    1.776080    
    2446041.    	    1.681670    
    2446042.    	    1.456620    
    2446043.    	    1.589180    
    2446044.    	    1.673700    
    2446045.    	    1.488060    
    2446046.    	    1.271070    
    2446047.    	    1.202130    
    2446048.    	    1.078530    
    2446049.    	   0.8472420    
    2446050.    	   0.6906660    
    2446051.    	   0.6135550    
    2446052.    	   0.5047240    
    2446053.    	   0.5077920    
    2446054.    	   0.5048890    
    2446055.    	   0.4044830    
    2446056.    	   0.2719720    
    2446057.    	   0.2816650    
    2446058.    	   0.2601180    
    2446059.    	   0.1631920    
    2446060.    	   0.3458690    
    2446061.    	   0.6869360    
    2446062.    	    1.041470    
    2446063.    	    1.210740    
    2446064.    	    1.223980    
    2446065.    	    1.415330    
    2446066.    	    1.319690    
    2446067.    	    1.161580    
    2446068.    	   0.8485100    
    2446069.    	   0.5078410    
    2446070.    	   0.4955280    
    2446071.    	   0.5942060    
    2446072.    	   0.7428120    
    2446073.    	   0.8615590    
    2446074.    	   0.8610380    
    2446075.    	    1.199990    
    2446076.    	    1.495140    
    2446077.    	    1.568240    
    2446078.    	    1.955100    
    2446079.    	    1.927760    
    2446080.    	    1.871540    
    2446081.    	    1.491200    
    2446082.    	    1.055140    
    2446083.    	   0.8256800    
    2446084.    	    1.026340    
    2446085.    	    1.532360    
    2446086.    	    1.773380    
    2446087.    	    2.122360    
    2446088.    	    2.441020    
    2446089.    	    2.220220    
    2446090.    	    1.953760    
    2446091.    	    1.995130    
    2446092.    	    2.147610    
    2446093.    	    2.036290    
    2446094.    	    2.275940    
    2446095.    	    2.185510    
    2446096.    	    2.234740    
    2446097.    	    2.614100    
    2446098.    	    2.815960    
    2446099.    	    2.893100    
    2446100.    	    3.205290    
    2446101.    	    3.256770    
    2446102.    	    3.286200    
    2446103.    	    3.129190    
    2446104.    	    3.131160    
    2446105.    	    3.256000    
    2446106.    	    3.626930    
    2446107.    	    3.640710    
    2446108.    	    3.673270    
    2446109.    	    3.785940    
    2446110.    	    4.012290    
    2446111.    	    4.016040    
    2446112.    	    3.925460    
    2446113.    	    3.985050    
    2446114.    	    3.955660    
    2446115.    	    3.867400    
    2446116.    	    3.919750    
    2446117.    	    3.522900    
    2446118.    	    3.022250    
    2446119.    	    2.342750    
    2446120.    	    1.869190    
    2446121.    	    1.486230    
    2446122.    	    1.385250    
    2446123.    	    1.363010    
    2446124.    	    1.217790    
    2446125.    	    1.413390    
    2446126.    	    1.442930    
    2446127.    	    1.617830    
    2446128.    	    1.879790    
    2446129.    	    1.967190    
    2446130.    	    2.146270    
    2446131.    	    2.301350    
    2446132.    	    2.304530    
    2446133.    	    2.462180    
    2446134.    	    2.565340    
    2446135.    	    2.227700    
    2446136.    	    2.017190    
    2446137.    	    2.092680    
    2446138.    	    1.829940    
