T	BoM MJO RMM phase
julian_day	unitless
    2453639.    	    8.000000    
    2453640.    	    8.000000    
    2453641.    	    8.000000    
    2453642.    	    8.000000    
    2453643.    	    8.000000    
    2453644.    	    8.000000    
    2453645.    	    8.000000    
    2453646.    	    8.000000    
    2453647.    	   1.0000000    
    2453648.    	   1.0000000    
    2453649.    	   1.0000000    
    2453650.    	   1.0000000    
    2453651.    	   1.0000000    
    2453652.    	   1.0000000    
    2453653.    	    2.000000    
    2453654.    	    2.000000    
    2453655.    	    2.000000    
    2453656.    	    2.000000    
    2453657.    	    2.000000    
    2453658.    	    3.000000    
    2453659.    	    4.000000    
    2453660.    	    4.000000    
    2453661.    	    5.000000    
    2453662.    	    5.000000    
    2453663.    	    5.000000    
    2453664.    	    5.000000    
    2453665.    	    5.000000    
    2453666.    	    5.000000    
    2453667.    	    5.000000    
    2453668.    	    4.000000    
    2453669.    	    4.000000    
    2453670.    	    4.000000    
    2453671.    	    4.000000    
    2453672.    	    4.000000    
    2453673.    	    4.000000    
    2453674.    	    4.000000    
    2453675.    	    4.000000    
    2453676.    	    4.000000    
    2453677.    	    4.000000    
    2453678.    	    4.000000    
    2453679.    	    4.000000    
    2453680.    	    5.000000    
    2453681.    	    5.000000    
    2453682.    	    5.000000    
    2453683.    	    6.000000    
    2453684.    	    6.000000    
    2453685.    	    6.000000    
    2453686.    	    6.000000    
    2453687.    	    6.000000    
    2453688.    	    6.000000    
    2453689.    	    6.000000    
    2453690.    	    6.000000    
    2453691.    	    7.000000    
    2453692.    	    7.000000    
    2453693.    	    8.000000    
    2453694.    	    8.000000    
    2453695.    	    8.000000    
    2453696.    	    8.000000    
    2453697.    	    8.000000    
    2453698.    	   1.0000000    
    2453699.    	    8.000000    
    2453700.    	   1.0000000    
    2453701.    	   1.0000000    
    2453702.    	    8.000000    
    2453703.    	    7.000000    
    2453704.    	    6.000000    
    2453705.    	    6.000000    
    2453706.    	    8.000000    
    2453707.    	    8.000000    
    2453708.    	   1.0000000    
    2453709.    	   1.0000000    
    2453710.    	   1.0000000    
    2453711.    	   1.0000000    
    2453712.    	    2.000000    
    2453713.    	    2.000000    
    2453714.    	    3.000000    
    2453715.    	    3.000000    
    2453716.    	    3.000000    
    2453717.    	    2.000000    
    2453718.    	    2.000000    
    2453719.    	    2.000000    
    2453720.    	   1.0000000    
    2453721.    	    2.000000    
    2453722.    	    3.000000    
    2453723.    	    3.000000    
    2453724.    	    4.000000    
    2453725.    	    4.000000    
    2453726.    	    4.000000    
    2453727.    	    4.000000    
    2453728.    	    4.000000    
    2453729.    	    8.000000    
    2453730.    	    8.000000    
    2453731.    	   1.0000000    
    2453732.    	   1.0000000    
    2453733.    	    8.000000    
    2453734.    	    7.000000    
    2453735.    	    7.000000    
    2453736.    	    8.000000    
    2453737.    	    8.000000    
    2453738.    	    8.000000    
    2453739.    	   1.0000000    
    2453740.    	   1.0000000    
    2453741.    	   1.0000000    
    2453742.    	    2.000000    
    2453743.    	    2.000000    
    2453744.    	    2.000000    
    2453745.    	    2.000000    
    2453746.    	    2.000000    
    2453747.    	    3.000000    
    2453748.    	    3.000000    
    2453749.    	    3.000000    
    2453750.    	    3.000000    
    2453751.    	    3.000000    
    2453752.    	    4.000000    
    2453753.    	    4.000000    
    2453754.    	    5.000000    
    2453755.    	    5.000000    
    2453756.    	    5.000000    
    2453757.    	    5.000000    
    2453758.    	    5.000000    
    2453759.    	    5.000000    
    2453760.    	    6.000000    
    2453761.    	    6.000000    
    2453762.    	    6.000000    
    2453763.    	    6.000000    
    2453764.    	    6.000000    
    2453765.    	    6.000000    
    2453766.    	    7.000000    
    2453767.    	    7.000000    
    2453768.    	    7.000000    
    2453769.    	    7.000000    
    2453770.    	    7.000000    
    2453771.    	    8.000000    
    2453772.    	    8.000000    
    2453773.    	    7.000000    
    2453774.    	    8.000000    
    2453775.    	    8.000000    
    2453776.    	    8.000000    
    2453777.    	    8.000000    
    2453778.    	    8.000000    
    2453779.    	    8.000000    
    2453780.    	    8.000000    
    2453781.    	   1.0000000    
    2453782.    	   1.0000000    
    2453783.    	    8.000000    
    2453784.    	    8.000000    
    2453785.    	    8.000000    
    2453786.    	   1.0000000    
    2453787.    	    2.000000    
    2453788.    	    2.000000    
    2453789.    	    2.000000    
    2453790.    	    2.000000    
    2453791.    	    3.000000    
    2453792.    	    3.000000    
    2453793.    	    3.000000    
    2453794.    	    4.000000    
    2453795.    	    4.000000    
    2453796.    	    4.000000    
    2453797.    	    4.000000    
    2453798.    	    4.000000    
    2453799.    	    4.000000    
    2453800.    	    5.000000    
    2453801.    	    5.000000    
    2453802.    	    4.000000    
    2453803.    	    3.000000    
    2453804.    	    6.000000    
    2453805.    	    4.000000    
    2453806.    	    5.000000    
    2453807.    	    4.000000    
    2453808.    	    4.000000    
    2453809.    	    5.000000    
    2453810.    	    5.000000    
    2453811.    	    4.000000    
    2453812.    	    4.000000    
    2453813.    	    4.000000    
    2453814.    	    4.000000    
    2453815.    	    4.000000    
    2453816.    	    4.000000    
    2453817.    	    4.000000    
    2453818.    	    4.000000    
    2453819.    	    4.000000    
    2453820.    	    5.000000    
    2453821.    	    5.000000    
    2453822.    	    5.000000    
    2453823.    	    5.000000    
    2453824.    	    5.000000    
    2453825.    	    5.000000    
    2453826.    	    5.000000    
    2453827.    	    5.000000    
    2453828.    	    5.000000    
    2453829.    	    5.000000    
    2453830.    	    5.000000    
    2453831.    	    6.000000    
    2453832.    	    6.000000    
    2453833.    	    6.000000    
    2453834.    	    6.000000    
    2453835.    	    7.000000    
    2453836.    	    7.000000    
    2453837.    	    7.000000    
    2453838.    	   1.0000000    
    2453839.    	    2.000000    
    2453840.    	    2.000000    
    2453841.    	    3.000000    
    2453842.    	    3.000000    
    2453843.    	    3.000000    
    2453844.    	    3.000000    
    2453845.    	    4.000000    
    2453846.    	    4.000000    
    2453847.    	    5.000000    
    2453848.    	    5.000000    
    2453849.    	    5.000000    
    2453850.    	    5.000000    
    2453851.    	    5.000000    
    2453852.    	    6.000000    
    2453853.    	    6.000000    
    2453854.    	    6.000000    
    2453855.    	    6.000000    
    2453856.    	    6.000000    
    2453857.    	    6.000000    
    2453858.    	    6.000000    
    2453859.    	    6.000000    
    2453860.    	    7.000000    
    2453861.    	    7.000000    
    2453862.    	    7.000000    
    2453863.    	    7.000000    
    2453864.    	    7.000000    
    2453865.    	    8.000000    
    2453866.    	    8.000000    
    2453867.    	    8.000000    
    2453868.    	    8.000000    
    2453869.    	    8.000000    
    2453870.    	    8.000000    
    2453871.    	    8.000000    
    2453872.    	    8.000000    
    2453873.    	   1.0000000    
    2453874.    	   1.0000000    
    2453875.    	   1.0000000    
    2453876.    	   1.0000000    
    2453877.    	   1.0000000    
    2453878.    	    2.000000    
    2453879.    	    2.000000    
    2453880.    	    2.000000    
    2453881.    	    2.000000    
    2453882.    	    3.000000    
    2453883.    	    3.000000    
    2453884.    	    7.000000    
    2453885.    	    8.000000    
    2453886.    	    8.000000    
    2453887.    	   1.0000000    
    2453888.    	    8.000000    
    2453889.    	    8.000000    
    2453890.    	   1.0000000    
    2453891.    	   1.0000000    
    2453892.    	   1.0000000    
    2453893.    	   1.0000000    
    2453894.    	   1.0000000    
    2453895.    	   1.0000000    
    2453896.    	   1.0000000    
    2453897.    	   1.0000000    
    2453898.    	   1.0000000    
    2453899.    	   1.0000000    
    2453900.    	   1.0000000    
    2453901.    	   1.0000000    
    2453902.    	   1.0000000    
    2453903.    	    2.000000    
    2453904.    	   1.0000000    
    2453905.    	   1.0000000    
    2453906.    	    2.000000    
    2453907.    	    2.000000    
    2453908.    	    2.000000    
    2453909.    	    2.000000    
    2453910.    	    2.000000    
    2453911.    	    3.000000    
    2453912.    	    3.000000    
    2453913.    	    4.000000    
    2453914.    	    4.000000    
    2453915.    	    5.000000    
    2453916.    	    5.000000    
    2453917.    	    6.000000    
    2453918.    	    7.000000    
    2453919.    	    7.000000    
    2453920.    	    7.000000    
    2453921.    	    7.000000    
    2453922.    	    7.000000    
    2453923.    	    7.000000    
    2453924.    	    7.000000    
    2453925.    	    7.000000    
    2453926.    	    7.000000    
    2453927.    	    7.000000    
    2453928.    	    7.000000    
    2453929.    	    7.000000    
    2453930.    	    8.000000    
    2453931.    	    8.000000    
    2453932.    	    8.000000    
    2453933.    	    8.000000    
    2453934.    	    8.000000    
    2453935.    	    8.000000    
    2453936.    	    8.000000    
    2453937.    	    8.000000    
    2453938.    	    8.000000    
    2453939.    	    8.000000    
    2453940.    	    8.000000    
    2453941.    	    8.000000    
    2453942.    	   1.0000000    
    2453943.    	   1.0000000    
    2453944.    	   1.0000000    
    2453945.    	   1.0000000    
    2453946.    	   1.0000000    
    2453947.    	    2.000000    
    2453948.    	    2.000000    
    2453949.    	    2.000000    
    2453950.    	    2.000000    
    2453951.    	    3.000000    
    2453952.    	    3.000000    
    2453953.    	    4.000000    
    2453954.    	    5.000000    
    2453955.    	    5.000000    
    2453956.    	    5.000000    
    2453957.    	    5.000000    
    2453958.    	    5.000000    
    2453959.    	    5.000000    
    2453960.    	    5.000000    
    2453961.    	    5.000000    
    2453962.    	    5.000000    
    2453963.    	    4.000000    
    2453964.    	    2.000000    
    2453965.    	    8.000000    
    2453966.    	    8.000000    
    2453967.    	    8.000000    
    2453968.    	    8.000000    
    2453969.    	    8.000000    
    2453970.    	   1.0000000    
    2453971.    	   1.0000000    
    2453972.    	   1.0000000    
    2453973.    	   1.0000000    
    2453974.    	   1.0000000    
